2.594731939358560169e+00 2.559786485386359445e+00 2.537480612083432341e+00 2.522649084840474565e+00 2.512665233691157241e+00 2.505982402605444026e+00 2.501599769032528897e+00 2.498825952448071153e+00 2.497160808164485601e+00 2.496231295208741319e+00 2.495754943824680439e+00 2.495518873438294705e+00 2.495368671038855624e+00 2.495204880377420498e+00 2.494987884723085081e+00 2.494757791176108963e+00 2.494695547716175632e+00 2.495345865374470673e+00 2.498809753491282315e+00 2.519392756016304968e+00 2.595194291296308187e+00 2.693596806195072801e+00 2.795135518041689249e+00 2.896981331498598600e+00 2.998360942867287271e+00 3.098937525008902849e+00 3.198540695547887225e+00 3.297097372890648970e+00 3.394604330448106833e+00 3.491109946267385133e+00
2.542795998773235144e+00 2.521936133979418848e+00 2.508207971979361517e+00 2.499141074447004396e+00 2.493267034733360976e+00 2.489628651060241005e+00 2.487560357165941038e+00 2.486577454459040659e+00 2.486315479297540598e+00 2.486495236485877669e+00 2.486902216506125640e+00 2.487374882033977830e+00 2.487799222500366003e+00 2.488108952718116385e+00 2.488293236815404263e+00 2.488419992807756831e+00 2.488705433557229618e+00 2.489773801175808376e+00 2.494119715692928896e+00 2.519172082659378198e+00 2.599451816713839403e+00 2.698362153446473677e+00 2.799921950176712748e+00 2.901739527464347823e+00 3.003122277621276925e+00 3.103758776647001394e+00 3.203485997226566795e+00 3.302227669277123745e+00 3.399969955958157541e+00 3.496745953079109626e+00
2.506922224956335654e+00 2.494212545806627546e+00 2.486010185263637151e+00 2.480912120368536034e+00 2.477997926918697580e+00 2.476623980093497934e+00 2.476318837092096103e+00 2.476725545164052189e+00 2.477568053219548094e+00 2.478631103418937887e+00 2.479748308886341235e+00 2.480795733759391108e+00 2.481689824806398992e+00 2.482389910089071172e+00 2.482907826210554614e+00 2.483333885655075068e+00 2.483913864820602946e+00 2.485343373238267262e+00 2.490497797575514038e+00 2.519571623147733419e+00 2.602933215429806602e+00 2.702168282528314869e+00 2.803737373531598021e+00 2.905539593807494825e+00 3.006940014024889418e+00 3.107646176378277669e+00 3.207500577678452203e+00 3.306424279428331392e+00 3.404394814872164776e+00 3.501432695755955393e+00
2.480664124644987645e+00 2.473277240990271242e+00 2.468923331027506052e+00 2.466712906137366712e+00 2.466020954033952606e+00 2.466387374965806956e+00 2.467461738406535154e+00 2.468970879305254051e+00 2.470699262171787591e+00 2.472477034138036878e+00 2.474173101545081632e+00 2.475691884027086065e+00 2.476973328642485317e+00 2.477996864012251610e+00 2.478792301085177119e+00 2.479467793499440464e+00 2.480292910552923225e+00 2.482022603996287824e+00 2.487865070203414852e+00 2.520193685624854130e+00 2.605572607112482508e+00 2.705007968762862092e+00 2.806580774160590153e+00 2.908380496415931216e+00 3.009812517991781178e+00 3.110598224119702770e+00 3.210584100935362617e+00 3.309688858301791825e+00 3.407882885526622996e+00 3.505176218305108726e+00
2.460947254778467652e+00 2.457306044698827741e+00 2.455778238533572466e+00 2.455754548361439582e+00 2.456784542353562806e+00 2.458523413600136820e+00 2.460700571987792795e+00 2.463100440003162639e+00 2.465550564001078637e+00 2.467914427778828301e+00 2.470087558029308905e+00 2.471996252755572776e+00 2.473598907008522474e+00 2.474890882713489670e+00 2.475916216063386521e+00 2.476796911939772361e+00 2.477820335718247780e+00 2.479784903658782014e+00 2.486147289172401909e+00 2.520752474499289075e+00 2.607332107575456082e+00 2.706876949870350657e+00 2.808451297139759273e+00 2.910261060338009464e+00 3.011738084394110171e+00 3.112613340511499516e+00 3.212735962538798340e+00 3.312022468833293765e+00 3.410437219813454046e+00 3.507981429294182441e+00
2.446065304075164537e+00 2.445197903100371661e+00 2.445827141793934789e+00 2.447510785134149103e+00 2.449908845578333327e+00 2.452752989513343529e+00 2.455827703898350478e+00 2.458958494137104989e+00 2.462004558624479422e+00 2.464854517222632158e+00 2.467424423674668077e+00 2.469657753986103543e+00 2.471527561182383703e+00 2.473041893809652336e+00 2.474255933663557006e+00 2.475301952941724171e+00 2.476478929728161749e+00 2.478609790694222603e+00 2.485285204774013490e+00 2.521071477905403313e+00 2.608191329236191347e+00 2.707772902931145254e+00 2.809348099616695738e+00 2.911179903322019147e+00 3.012714849296245667e+00 3.113689779691331427e+00 3.213955249194158981e+00 3.313425617785326516e+00 3.412060047845632216e+00 3.509852232299314423e+00
2.434975237346445720e+00 2.436240243305862752e+00 2.438565501056789042e+00 2.441615132078598815e+00 2.445122762121493931e+00 2.448872987187109107e+00 2.452689655476493868e+00 2.456428464065030237e+00 2.459972454678259091e+00 2.463229599278229376e+00 2.466132049491347011e+00 2.468636940907829480e+00 2.470729061181620612e+00 2.472426553669214488e+00 2.473793165707828035e+00 2.474968194351167661e+00 2.476256048678473043e+00 2.478483577741664945e+00 2.485243953476885981e+00 2.521068548183031943e+00 2.608142127206963146e+00 2.707694926480163744e+00 2.809270279919737767e+00 2.911135391494604985e+00 3.012740722540021565e+00 3.113825560251270552e+00 3.214240703463496107e+00 3.313898277297553818e+00 3.412752853905984818e+00 3.510791627769397127e+00
2.426994568538966668e+00 2.429947091167598217e+00 2.433638190355868147e+00 2.437803192987127332e+00 2.442226830731416776e+00 2.446731584977057228e+00 2.451170230594642341e+00 2.455421175384349564e+00 2.459385772251514002e+00 2.462987127607366933e+00 2.466170171731281613e+00 2.468902992965059440e+00 2.471179804988791417e+00 2.473026738514250589e+00 2.474513923319006992e+00 2.475784773525126603e+00 2.477143227561368732e+00 2.479399676272596054e+00 2.486018529527447729e+00 2.520745300739934525e+00 2.607186474375598362e+00 2.706643364430342924e+00 2.808216865058985157e+00 2.910125613468333761e+00 3.011813335722657303e+00 3.113018409108755602e+00 3.213590691710118463e+00 3.313439895616822728e+00 3.412516430355880370e+00 3.510801791299098973e+00
2.421653089085199273e+00 2.425972853656634509e+00 2.430786289045834270e+00 2.435878299969888250e+00 2.441070252753955394e+00 2.446212468938792295e+00 2.451179445805470536e+00 2.455866977361039094e+00 2.460190677500522227e+00 2.464085616525379052e+00 2.467506945774235128e+00 2.470431572356324157e+00 2.472861276475586401e+00 2.474828440678443542e+00 2.476407729004697522e+00 2.477744122874434574e+00 2.479135771896097573e+00 2.481358302264986548e+00 2.487633523936683133e+00 2.520186425114485651e+00 2.605336638134629457e+00 2.704619910075046985e+00 2.806186851944088012e+00 2.908148371959524692e+00 3.009930002626603152e+00 3.111265714826766615e+00 3.212003174062421085e+00 3.312049399369757730e+00 3.411350914311880533e+00 3.509884132400443502e+00
2.418613072493791094e+00 2.424062925598275520e+00 2.429815074389408913e+00 2.435690019327509503e+00 2.441536049959440291e+00 2.447224359990381792e+00 2.452646018833479769e+00 2.457710292015621523e+00 2.462343997333837464e+00 2.466491716605079709e+00 2.470116799680255326e+00 2.473203252184985157e+00 2.475758897855975249e+00 2.477820930742474559e+00 2.479466996813170621e+00 2.480841484562859467e+00 2.482232286691556489e+00 2.484365552570280578e+00 2.490137147652003335e+00 2.519568580670013436e+00 2.602617672212063749e+00 2.701628001957512293e+00 2.803179308400562508e+00 2.905201194602212933e+00 3.007087690783196265e+00 3.108564488222370858e+00 3.209475675584718246e+00 3.309725189018776437e+00 3.409255810567241252e+00 3.508039337040725236e+00
