1.844164757451497216e+00 2.176984380671618258e+00 2.387353859928205146e+00 2.518633376029554505e+00 2.596032246376007713e+00 2.634574511836782484e+00 2.643577788413685958e+00 2.628993986484412293e+00 2.594671225426281147e+00 2.543067663690285141e+00 2.475675604685665832e+00 2.393286710673345752e+00 2.296168897043214141e+00 2.184196600791476595e+00 2.056962926638631117e+00 1.913898073138325273e+00 1.754421387640837660e+00 1.578165414828750945e+00 1.385333386678625045e+00 1.177292592912445368e+00 9.575602346027907164e-01 7.333271665461342792e-01 5.172399619267906701e-01 3.276052024969140497e-01 1.833552199398127414e-01 9.424900945738068359e-02 5.626965060893150683e-02 5.718888877361028023e-02 8.407815516681882428e-02 1.267621753280814278e-01
2.180629373803586901e+00 2.371032103414599135e+00 2.486230613627082420e+00 2.550780506129209257e+00 2.579141487486562578e+00 2.580247771762813169e+00 2.559813076345672123e+00 2.521552795297516969e+00 2.467868867432553515e+00 2.400253640096722485e+00 2.319539807695303324e+00 2.226063602698399979e+00 2.119779639718437636e+00 2.000352006409325867e+00 1.867240488127076770e+00 1.719800629903752709e+00 1.557421702292349774e+00 1.379740053045829029e+00 1.186992631885040783e+00 9.806251713578839624e-01 7.643379981992532990e-01 5.457425152208765784e-01 3.382643396440512262e-01 1.609905370843809358e-01 3.234171505074279196e-02 -4.040135813120648844e-02 -6.388750878141058465e-02 -5.138057056167388836e-02 -1.553897437249052160e-02 3.414887385322096236e-02
2.349536664482938075e+00 2.450238302122864642e+00 2.503070259723981561e+00 2.521997980307604692e+00 2.515627210056375684e+00 2.489468574636710230e+00 2.447123756847870979e+00 2.390945426081085401e+00 2.322424128118874442e+00 2.242425832143575271e+00 2.151344620541618013e+00 2.049206568231332959e+00 1.935746851410357294e+00 1.810475565863479908e+00 1.672745747969500485e+00 1.521839027252611221e+00 1.357091420031925955e+00 1.178097870584579709e+00 9.850675459173565685e-01 7.794657892240997032e-01 5.651740597473202676e-01 3.504043451340828064e-01 1.498961952972914791e-01 -1.569750065961450503e-02 -1.281798340327326979e-01 -1.833092293710567589e-01 -1.909659895187649781e-01 -1.656657240116858887e-01 -1.198322760724286340e-01 -6.226586837668879326e-02
2.411348844796430413e+00 2.453430855759983764e+00 2.463560138416538869e+00 2.450066439120663908e+00 2.418289786354359983e+00 2.371736112126405782e+00 2.312716439793830681e+00 2.242719809047580171e+00 2.162640810678548409e+00 2.072924113440950400e+00 1.973660322793096666e+00 1.864653500029878508e+00 1.745473672147490163e+00 1.615504639741307091e+00 1.473997280932636933e+00 1.320141687598986646e+00 1.153179969724930309e+00 9.726008589047625552e-01 7.784993509985234095e-01 5.722715558325679464e-01 3.579615276459184869e-01 1.446346410461192278e-01 -5.082176046339315079e-02 -2.050022252904657449e-01 -2.998126446374498322e-01 -3.352616843585205508e-01 -3.253136991691505386e-01 -2.858401902385074855e-01 -2.289278516620880666e-01 -1.626086861756048663e-01
2.402406332407309275e+00 2.404293971762204940e+00 2.383991666588461733e+00 2.346698794607215977e+00 2.295842276847476437e+00 2.233699237298671925e+00 2.161758760732969797e+00 2.080941461603174503e+00 1.991737666261250261e+00 1.894297315155467620e+00 1.788490755020768486e+00 1.673952377960843396e+00 1.550115455305569379e+00 1.416245199044607439e+00 1.271477844969845172e+00 1.114877277994307025e+00 9.455303068956508739e-01 7.627245150473720425e-01 5.663064937234376650e-01 3.574419876487162639e-01 1.402457778365242547e-01 -7.503336680825656302e-02 -2.679518619025973436e-01 -4.103343278647866299e-01 -4.845076351380694923e-01 -4.971142869366076411e-01 -4.672757194623753385e-01 -4.120645089369414649e-01 -3.429373433198567023e-01 -2.669905909815231126e-01
2.344715416153015042e+00 2.317902640874795139e+00 2.275208607641360459e+00 2.219996774622081670e+00 2.154517945480750818e+00 2.080263487548759560e+00 1.998178758781621989e+00 1.908796444417911964e+00 1.812322052250515014e+00 1.708689960825877430e+00 1.597601104994582633e+00 1.478549451180600993e+00 1.350842413532498343e+00 1.213619736542479011e+00 1.065876269802516152e+00 9.064976459057387803e-01 7.343276190227114864e-01 5.483112422642091310e-01 3.478252242881170186e-01 1.334850634781106216e-01 -9.084142870864808650e-02 -3.133916148863076234e-01 -5.075570610459929632e-01 -6.364673400914879764e-01 -6.845490209992943775e-01 -6.696781298480725120e-01 -6.171185064626802941e-01 -5.444456378458379930e-01 -4.619380504677388366e-01 -3.754982780398046227e-01
2.252365981474091505e+00 2.204416521267948070e+00 2.144851967177414664e+00 2.075904141932391589e+00 1.999069315248201750e+00 1.915317157117496283e+00 1.825220527563530259e+00 1.729037810777647399e+00 1.626765695482514040e+00 1.518172952339752690e+00 1.402821663159557808e+00 1.280079986049297958e+00 1.149129170199903571e+00 1.008966886261240870e+00 8.584091942189528979e-01 6.960956576546457608e-01 5.205095993865238579e-01 3.300487916691041690e-01 1.232550565147595145e-01 -1.004510444497359600e-01 -3.384078619525032749e-01 -5.775235094940249780e-01 -7.796975108206141147e-01 -8.902930706304399422e-01 -9.023050167200370453e-01 -8.534770599313126205e-01 -7.749077639311390264e-01 -6.829789641644690157e-01 -5.859449738121900175e-01 -4.881808562475375979e-01
2.134991050356259912e+00 2.071145770686220189e+00 1.998687247156449853e+00 1.919119577133174603e+00 1.833436928225764984e+00 1.742250943174600275e+00 1.645870968085324515e+00 1.544354740101984369e+00 1.437539796624742960e+00 1.325061696395859467e+00 1.206362608990878993e+00 1.080692117703946575e+00 9.471007276586240753e-01 8.044252876924085083e-01 6.512641684521460750e-01 4.859387852335295133e-01 3.064383851328682518e-01 1.103536314434601096e-01 -1.051493587611063152e-01 -3.430436274608030800e-01 -6.044907770003220548e-01 -8.784755041584312307e-01 -1.103883203493881027e+00 -1.181521533484404696e+00 -1.139285509430831400e+00 -1.048285498995063847e+00 -9.403265075891877878e-01 -8.274703993988455908e-01 -7.148741894538512831e-01 -6.050318514092998257e-01
1.999679590004399543e+00 1.923772328592042058e+00 1.841444637607953183e+00 1.753715931816711038e+00 1.661235864673415996e+00 1.564363363068153934e+00 1.463216192273646854e+00 1.357701210525104507e+00 1.247531273438598376e+00 1.132232172181584229e+00 1.011141190921330812e+00 8.833973333416436091e-01 7.479215636848910442e-01 6.033830306546437150e-01 4.481433756774493848e-01 2.801643435308381891e-01 9.685091281619895298e-02 -1.052233666457177974e-01 -3.308119657743859854e-01 -5.868901714812455594e-01 -8.839248259357798121e-01 -1.231436808906340552e+00 -1.530029992262454286e+00 -1.519622682849178119e+00 -1.393610974055694118e+00 -1.252399578711446804e+00 -1.112440606339014426e+00 -9.774422995178556617e-01 -8.484987728958364173e-01 -7.259668553588205508e-01
1.852103936662971684e+00 1.767122658392403789e+00 1.677387783696819401e+00 1.583586690417213116e+00 1.486126763964295883e+00 1.385184622326878223e+00 1.280736158874537622e+00 1.172573396288359993e+00 1.060311586207287160e+00 9.433882388725437496e-01 8.210543240383376684e-01 6.923563483322419110e-01 5.561059213274583968e-01 4.108300234572295206e-01 2.546890069415876923e-01 8.533710006053629726e-02 -1.003262670162783365e-01 -3.066290933535507079e-01 -5.401094686466909600e-01 -8.118507237010316180e-01 -1.144387593010486537e+00 -1.603375765530832497e+00 -2.246905938626247767e+00 -1.888203845110195456e+00 -1.655748390861115027e+00 -1.461863878621260771e+00 -1.289473792155859222e+00 -1.132039789683658260e+00 -9.864020523635157467e-01 -8.507982902041009154e-01
1.697222543753755586e+00 1.605676411826578942e+00 1.510703313803790637e+00 1.412757772063291339e+00 1.312073255418455320e+00 1.208692666732990473e+00 1.102485996892438092e+00 9.931587464245232866e-01 8.802530537736565908e-01 7.631422061003643176e-01 6.410180177303141935e-01 5.128691320294691547e-01 3.774462041217521158e-01 2.332064051239695068e-01 7.822325973690302803e-02 -8.996478258681395168e-02 -2.746201960882457271e-01 -4.803003842947188851e-01 -7.138453204378978345e-01 -9.865438775020005657e-01 -1.319367541192276727e+00 -1.753969393860291603e+00 -2.300670805471547453e+00 -2.211444356844320502e+00 -1.907745413380969701e+00 -1.670421650443251416e+00 -1.468736242217819177e+00 -1.289972505561719718e+00 -1.127938278376857895e+00 -9.792104946340915994e-01
1.539712454712700573e+00 1.443875102009300804e+00 1.345720958681094981e+00 1.245536564949887293e+00 1.143426893909659903e+00 1.039334246260835037e+00 9.330485538853616756e-01 8.242112942073149817e-01 7.123140972479474753e-01 5.966922211363326900e-01 4.765121807569221435e-01 3.507517332977556634e-01 2.181688734537565733e-01 7.725402866465597151e-02 -7.384450135495423950e-02 -2.374389958191169825e-01 -4.164942391733044147e-01 -6.149428050454091021e-01 -8.381970496222261868e-01 -1.093891709967346859e+00 -1.392319563859270470e+00 -1.742374255473173594e+00 -2.128694195292660130e+00 -2.450309892796643130e+00 -2.133292463425068952e+00 -1.871034084271406162e+00 -1.646882444456011951e+00 -1.449540450478776776e+00 -1.272216279869589517e+00 -1.110740512377058398e+00
1.384173194944824381e+00 1.286220429071000648e+00 1.186918348914484778e+00 1.086425192884970414e+00 9.847446157122277111e-01 8.817380128794529703e-01 7.771312903654188364e-01 6.705174140973890751e-01 5.613553181185959584e-01 4.489651512338230788e-01 3.325192914612642436e-01 2.110279515847504062e-01 8.331742795879470975e-02 -5.200200378897917863e-02 -1.965829264489424855e-01 -3.524082111486648294e-01 -5.218851061415433756e-01 -7.079655764890178116e-01 -9.142601255754908562e-01 -1.144990241687811938e+00 -1.404231862584251589e+00 -1.692994239062583617e+00 -2.002628063287144045e+00 -2.310663000696880687e+00 -2.327714766616606923e+00 -2.058355772103174886e+00 -1.820528583600807160e+00 -1.608781012377529684e+00 -1.418123469727470276e+00 -1.244771803904312968e+00
